open_time,open,high,low,close,volume,close_time
2025-09-23 01:27:00+00:00,112442.1,112444.0,112432.0,112432.1,15.915,2025-09-23 01:27:59.999000+00:00
2025-09-23 01:28:00+00:00,112432.1,112462.4,112432.0,112451.1,17.285,2025-09-23 01:28:59.999000+00:00
2025-09-23 01:29:00+00:00,112451.1,112454.9,112451.0,112454.9,7.278,2025-09-23 01:29:59.999000+00:00
2025-09-23 01:30:00+00:00,112454.9,112462.1,112440.0,112440.1,13.778,2025-09-23 01:30:59.999000+00:00
2025-09-23 01:31:00+00:00,112440.1,112460.8,112440.0,112450.2,10.404,2025-09-23 01:31:59.999000+00:00
2025-09-23 01:32:00+00:00,112450.3,112450.3,112391.3,112391.4,25.159,2025-09-23 01:32:59.999000+00:00
2025-09-23 01:33:00+00:00,112391.3,112404.7,112345.0,112357.3,34.933,2025-09-23 01:33:59.999000+00:00
2025-09-23 01:34:00+00:00,112357.2,112357.3,112345.1,112351.6,14.22,2025-09-23 01:34:59.999000+00:00
2025-09-23 01:35:00+00:00,112351.5,112357.3,112345.7,112353.5,10.25,2025-09-23 01:35:59.999000+00:00
2025-09-23 01:36:00+00:00,112353.4,112354.2,112335.9,112335.9,31.613,2025-09-23 01:36:59.999000+00:00
2025-09-23 01:37:00+00:00,112336.0,112362.2,112317.0,112317.0,29.228,2025-09-23 01:37:59.999000+00:00
2025-09-23 01:38:00+00:00,112317.0,112317.1,112290.9,112302.4,26.541,2025-09-23 01:38:59.999000+00:00
2025-09-23 01:39:00+00:00,112302.3,112311.2,112302.3,112308.9,19.927,2025-09-23 01:39:59.999000+00:00
2025-09-23 01:40:00+00:00,112308.8,112310.0,112221.0,112254.0,91.891,2025-09-23 01:40:59.999000+00:00
2025-09-23 01:41:00+00:00,112254.1,112254.1,112221.8,112239.5,37.276,2025-09-23 01:41:59.999000+00:00
2025-09-23 01:42:00+00:00,112239.5,112245.3,112162.4,112210.0,192.082,2025-09-23 01:42:59.999000+00:00
2025-09-23 01:43:00+00:00,112209.9,112225.3,112193.9,112222.6,72.263,2025-09-23 01:43:59.999000+00:00
2025-09-23 01:44:00+00:00,112222.6,112222.7,112208.5,112212.1,24.318,2025-09-23 01:44:59.999000+00:00
2025-09-23 01:45:00+00:00,112212.1,112222.7,112212.0,112220.0,25.574,2025-09-23 01:45:59.999000+00:00
2025-09-23 01:46:00+00:00,112220.0,112283.2,112219.9,112271.6,35.825,2025-09-23 01:46:59.999000+00:00
2025-09-23 01:47:00+00:00,112271.6,112271.6,112236.9,112245.0,68.906,2025-09-23 01:47:59.999000+00:00
2025-09-23 01:48:00+00:00,112245.1,112260.0,112243.0,112243.0,28.457,2025-09-23 01:48:59.999000+00:00
2025-09-23 01:49:00+00:00,112243.1,112245.7,112204.6,112204.7,23.431,2025-09-23 01:49:59.999000+00:00
2025-09-23 01:50:00+00:00,112204.7,112204.7,112155.3,112162.5,42.354,2025-09-23 01:50:59.999000+00:00
2025-09-23 01:51:00+00:00,112162.5,112162.5,112118.6,112149.7,103.773,2025-09-23 01:51:59.999000+00:00
2025-09-23 01:52:00+00:00,112149.8,112155.3,112124.1,112124.2,38.129,2025-09-23 01:52:59.999000+00:00
2025-09-23 01:53:00+00:00,112124.2,112126.9,112090.6,112126.9,81.78,2025-09-23 01:53:59.999000+00:00
2025-09-23 01:54:00+00:00,112126.9,112153.9,112126.8,112147.3,34.202,2025-09-23 01:54:59.999000+00:00
2025-09-23 01:55:00+00:00,112147.3,112147.3,112100.0,112132.1,69.668,2025-09-23 01:55:59.999000+00:00
2025-09-23 01:56:00+00:00,112132.1,112139.9,112114.9,112114.9,25.537,2025-09-23 01:56:59.999000+00:00
2025-09-23 01:57:00+00:00,112114.9,112127.6,112101.2,112127.3,52.504,2025-09-23 01:57:59.999000+00:00
2025-09-23 01:58:00+00:00,112127.4,112137.4,112120.0,112120.0,21.613,2025-09-23 01:58:59.999000+00:00
2025-09-23 01:59:00+00:00,112120.1,112120.1,112104.0,112115.2,36.056,2025-09-23 01:59:59.999000+00:00
2025-09-23 02:00:00+00:00,112115.3,112200.0,112115.2,112162.4,183.868,2025-09-23 02:00:59.999000+00:00
2025-09-23 02:01:00+00:00,112162.4,112257.9,112162.3,112219.4,172.595,2025-09-23 02:01:59.999000+00:00
2025-09-23 02:02:00+00:00,112218.8,112239.4,112179.2,112226.9,54.971,2025-09-23 02:02:59.999000+00:00
2025-09-23 02:03:00+00:00,112226.9,112259.2,112202.8,112259.2,49.324,2025-09-23 02:03:59.999000+00:00
2025-09-23 02:04:00+00:00,112259.1,112259.2,112151.0,112205.5,52.641,2025-09-23 02:04:59.999000+00:00
2025-09-23 02:05:00+00:00,112205.6,112241.8,112185.2,112197.2,37.405,2025-09-23 02:05:59.999000+00:00
2025-09-23 02:06:00+00:00,112197.3,112254.7,112197.2,112254.7,58.806,2025-09-23 02:06:59.999000+00:00
2025-09-23 02:07:00+00:00,112254.6,112285.8,112254.6,112272.9,47.839,2025-09-23 02:07:59.999000+00:00
2025-09-23 02:08:00+00:00,112272.8,112287.1,112249.8,112264.0,28.866,2025-09-23 02:08:59.999000+00:00
2025-09-23 02:09:00+00:00,112264.0,112339.0,112263.9,112338.9,123.137,2025-09-23 02:09:59.999000+00:00
2025-09-23 02:10:00+00:00,112339.0,112441.4,112339.0,112411.9,222.462,2025-09-23 02:10:59.999000+00:00
2025-09-23 02:11:00+00:00,112412.4,112450.0,112412.4,112440.6,51.475,2025-09-23 02:11:59.999000+00:00
2025-09-23 02:12:00+00:00,112440.5,112440.6,112393.3,112393.3,38.636,2025-09-23 02:12:59.999000+00:00
2025-09-23 02:13:00+00:00,112393.3,112393.4,112371.0,112371.1,22.899,2025-09-23 02:13:59.999000+00:00
2025-09-23 02:14:00+00:00,112371.0,112371.1,112350.8,112350.9,27.405,2025-09-23 02:14:59.999000+00:00
2025-09-23 02:15:00+00:00,112350.9,112366.9,112278.9,112282.6,68.144,2025-09-23 02:15:59.999000+00:00
2025-09-23 02:16:00+00:00,112282.7,112290.3,112280.0,112280.1,19.409,2025-09-23 02:16:59.999000+00:00
2025-09-23 02:17:00+00:00,112280.1,112305.1,112262.8,112262.8,26.964,2025-09-23 02:17:59.999000+00:00
2025-09-23 02:18:00+00:00,112262.9,112262.9,112250.0,112250.1,13.098,2025-09-23 02:18:59.999000+00:00
2025-09-23 02:19:00+00:00,112250.1,112283.8,112224.2,112283.8,37.839,2025-09-23 02:19:59.999000+00:00
2025-09-23 02:20:00+00:00,112283.7,112304.7,112170.0,112185.8,158.729,2025-09-23 02:20:59.999000+00:00
2025-09-23 02:21:00+00:00,112185.7,112185.7,112117.2,112126.3,120.46,2025-09-23 02:21:59.999000+00:00
2025-09-23 02:22:00+00:00,112126.3,112132.2,112106.5,112106.6,58.002,2025-09-23 02:22:59.999000+00:00
2025-09-23 02:23:00+00:00,112106.5,112131.6,112088.8,112119.4,135.867,2025-09-23 02:23:59.999000+00:00
2025-09-23 02:24:00+00:00,112119.5,112137.9,112080.2,112080.2,72.119,2025-09-23 02:24:59.999000+00:00
2025-09-23 02:25:00+00:00,112080.3,112101.3,112047.4,112066.6,89.397,2025-09-23 02:25:59.999000+00:00
2025-09-23 02:26:00+00:00,112066.6,112066.6,112035.0,112049.7,72.591,2025-09-23 02:26:59.999000+00:00
2025-09-23 02:27:00+00:00,112049.7,112049.7,112000.1,112000.2,98.77,2025-09-23 02:27:59.999000+00:00
2025-09-23 02:28:00+00:00,112000.1,112011.9,111980.3,111985.6,161.178,2025-09-23 02:28:59.999000+00:00
2025-09-23 02:29:00+00:00,111985.5,112005.1,111965.5,111967.3,127.366,2025-09-23 02:29:59.999000+00:00
2025-09-23 02:30:00+00:00,111967.3,112054.1,111963.0,112005.3,232.077,2025-09-23 02:30:59.999000+00:00
2025-09-23 02:31:00+00:00,112005.3,112059.1,112005.2,112059.0,63.271,2025-09-23 02:31:59.999000+00:00
2025-09-23 02:32:00+00:00,112059.0,112059.1,111980.0,111990.8,102.281,2025-09-23 02:32:59.999000+00:00
2025-09-23 02:33:00+00:00,111990.9,112006.6,111980.0,112006.5,52.004,2025-09-23 02:33:59.999000+00:00
2025-09-23 02:34:00+00:00,112006.6,112031.9,111967.3,112010.4,98.82,2025-09-23 02:34:59.999000+00:00
2025-09-23 02:35:00+00:00,112010.5,112069.9,112010.5,112069.9,49.527,2025-09-23 02:35:59.999000+00:00
2025-09-23 02:36:00+00:00,112069.9,112083.2,112040.4,112062.4,32.815,2025-09-23 02:36:59.999000+00:00
2025-09-23 02:37:00+00:00,112062.4,112062.4,112013.3,112038.2,43.514,2025-09-23 02:37:59.999000+00:00
2025-09-23 02:38:00+00:00,112038.2,112038.2,112013.9,112017.4,36.599,2025-09-23 02:38:59.999000+00:00
2025-09-23 02:39:00+00:00,112017.3,112051.0,112017.3,112034.9,34.144,2025-09-23 02:39:59.999000+00:00
2025-09-23 02:40:00+00:00,112034.8,112048.0,112002.0,112002.0,48.07,2025-09-23 02:40:59.999000+00:00
2025-09-23 02:41:00+00:00,112002.0,112021.5,112002.0,112007.8,48.164,2025-09-23 02:41:59.999000+00:00
2025-09-23 02:42:00+00:00,112007.8,112033.0,112000.0,112000.0,41.806,2025-09-23 02:42:59.999000+00:00
2025-09-23 02:43:00+00:00,112000.0,112000.1,111988.0,111997.5,51.252,2025-09-23 02:43:59.999000+00:00
2025-09-23 02:44:00+00:00,111997.5,112007.9,111985.0,111985.0,28.43,2025-09-23 02:44:59.999000+00:00
2025-09-23 02:45:00+00:00,111985.0,111998.0,111962.0,111970.5,43.385,2025-09-23 02:45:59.999000+00:00
2025-09-23 02:46:00+00:00,111970.5,111975.6,111970.4,111975.6,31.673,2025-09-23 02:46:59.999000+00:00
2025-09-23 02:47:00+00:00,111975.5,112000.0,111975.5,111997.6,47.172,2025-09-23 02:47:59.999000+00:00
2025-09-23 02:48:00+00:00,111997.6,112000.0,111990.0,111992.2,35.526,2025-09-23 02:48:59.999000+00:00
2025-09-23 02:49:00+00:00,111992.1,111992.2,111912.7,111922.5,194.245,2025-09-23 02:49:59.999000+00:00
2025-09-23 02:50:00+00:00,111922.5,111956.3,111922.5,111934.0,96.066,2025-09-23 02:50:59.999000+00:00
2025-09-23 02:51:00+00:00,111933.9,111958.1,111933.9,111947.9,42.059,2025-09-23 02:51:59.999000+00:00
2025-09-23 02:52:00+00:00,111947.9,111950.1,111933.1,111936.5,33.345,2025-09-23 02:52:59.999000+00:00
2025-09-23 02:53:00+00:00,111936.6,111936.6,111904.6,111909.9,64.563,2025-09-23 02:53:59.999000+00:00
2025-09-23 02:54:00+00:00,111909.9,111910.0,111600.0,111648.6,1510.491,2025-09-23 02:54:59.999000+00:00
2025-09-23 02:55:00+00:00,111648.6,111824.0,111591.6,111801.3,673.53,2025-09-23 02:55:59.999000+00:00
2025-09-23 02:56:00+00:00,111801.2,111841.4,111778.5,111838.6,226.4,2025-09-23 02:56:59.999000+00:00
2025-09-23 02:57:00+00:00,111838.7,111838.7,111800.0,111828.7,84.173,2025-09-23 02:57:59.999000+00:00
2025-09-23 02:58:00+00:00,111828.7,111841.5,111822.0,111838.0,61.495,2025-09-23 02:58:59.999000+00:00
2025-09-23 02:59:00+00:00,111838.1,111838.1,111760.0,111760.4,102.401,2025-09-23 02:59:59.999000+00:00
2025-09-23 03:00:00+00:00,111760.5,111767.5,111683.0,111716.4,183.108,2025-09-23 03:00:59.999000+00:00
2025-09-23 03:01:00+00:00,111716.4,111750.9,111675.1,111689.4,181.696,2025-09-23 03:01:59.999000+00:00
2025-09-23 03:02:00+00:00,111689.5,111753.0,111666.0,111752.9,211.585,2025-09-23 03:02:59.999000+00:00
2025-09-23 03:03:00+00:00,111753.0,111773.1,111671.4,111691.0,154.112,2025-09-23 03:03:59.999000+00:00
2025-09-23 03:04:00+00:00,111691.0,111702.0,111629.1,111629.2,102.762,2025-09-23 03:04:59.999000+00:00
2025-09-23 03:05:00+00:00,111629.1,111657.6,111603.5,111657.5,130.409,2025-09-23 03:05:59.999000+00:00
2025-09-23 03:06:00+00:00,111657.5,111657.5,111580.5,111609.2,260.723,2025-09-23 03:06:59.999000+00:00
